% 1-Bed,% 2-Bed,% 3-Bed,% 4-Bed,% Studios,Amenities,Avg Effective/SF,Avg Effective/Unit,Avg Unit SF,Building Class,Ceiling Ht,City,Closest Transit Stop Dist (mi),Features,Four Bedroom Avg SF,Land Area (AC),Latitude,LEED Certified,Longitude,Number Of Elevators,Number Of Stories,Number Of Units,One Bedroom Avg SF,Parking Ratio,Rent/SF/Yr,RBA,Studio Avg SF,Style,Submarket Name,Three Bedroom Avg SF,Two Bedroom Avg SF,Year Built,Year Renovated,Zip,Zoning
,100.00,,,,"Laundry Facilities, Laundry Service, Recycling, Patio",1.30,1197,920,C,,Portland,9.94,"Laundry Facilities, Laundry Service, Recycling, Patio",,0.8801,45.4908372,,-122.5368282,0,2,24,,1.57,Not Disclosed,22080,,Garden,Powellhurst-Gilbert,,920,1973,,97236-3749,"HR2, Portland"
59.02,40.98,,,,"24 Hour Access, Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Pool, Property Manager on Site, Tenant Controlled HVAC, Grill, Laundry Service, Package Service, Pet Play Area, Planned Social Activities, Renters Insurance Program, Bicycle Storage, Maintenance on site, Online Services, Vision Impaired Accessible, Freezer, Handrails, Patio, Vinyl Flooring, Warming Drawer, Wheelchair Accessible (Rooms), Window Coverings, Individual Locking Bedrooms, Private Bathroom",1.79,1492,834,B,,Portland,4.48,"24 Hour Access, Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Pool, Property Manager on Site, Tenant Controlled HVAC, Grill, Laundry Service, Package Service, Pet Play Area, Planned Social Activities, Renters Insurance Program, Bicycle Storage, Maintenance on site, Online Services, Vision Impaired Accessible, Freezer, Handrails, Patio, Vinyl Flooring, Warming Drawer, Wheelchair Accessible (Rooms), Window Coverings, Individual Locking Bedrooms, Private Bathroom",,11.9717,45.5557662,,-122.5323682,0,2,266,793,2.36,Not Disclosed,220614,,Garden,Argay,,892,1973,,97230-1490,"R2, Portland"
33.33,66.67,,,,Laundry Facilities,1.20,981,817,C,,Portland,10.15,Laundry Facilities,,0.86,45.4982648,,-122.5245494,0,2,24,700,1.50,Not Disclosed,19626,,Low-Rise,Powellhurst-Gilbert,,875,1970,,97236-3368,"HR2, Portland"
40.00,13.33,46.67,,,Laundry Facilities,1.10,963,873,C,,Portland,9.66,Laundry Facilities,,1.7237,45.5049955,,-122.5259532,0,2,30,600,1.60,Not Disclosed,27360,,Garden,Gateway,1100,900,1972,,97233,HR2
1.79,98.21,,,,"24 Hour Access, Fitness Center, Laundry Facilities, Property Manager on Site, Basketball Court, Yard, Maintenance on site",1.16,1299,1116,C,,Beaverton,1.61,"24 Hour Access, Fitness Center, Laundry Facilities, Property Manager on Site, Basketball Court, Yard, Maintenance on site",,4.83,45.4820899,,-122.8203811,0,2,56,755,1.75,Not Disclosed,47800,,Garden,Central Beaverton,,1124,1972,,97005,"R2, Beaverton"
35.48,64.52,,,,"Air Conditioning, Laundry Facilities, Community-Wide WiFi, Wheelchair Accessible (Rooms)",0.89,653,731,C,,Portland,0.17,"Air Conditioning, Laundry Facilities, Community-Wide WiFi, Wheelchair Accessible (Rooms)",,0.935376,45.5205717,,-122.5118682,0,2,31,660,1.35,Not Disclosed,24520,,Low-Rise,Gateway,,770,1973,,97233-2870,"RHT, Portland"
27.27,59.09,13.64,,,"Courtyard, Laundry Facilities, Playground, Yard",1.52,1147,754,C,,Portland,0.33,"Courtyard, Laundry Facilities, Playground, Yard",,1.97,45.5174720,,-122.5104860,0,2,44,612,1.65,Not Disclosed,33370,,Low-Rise,Centennial,950,775,1976,,97233-2593,"R2R7, Portland"
6.90,93.10,,,,"Smoke Free, Wheelchair Accessible (Rooms)",1.41,1311,931,C,,Portland,9.03,"Smoke Free, Wheelchair Accessible (Rooms)",,2,45.4989615,,-122.5108986,0,2,29,684,1.31,Not Disclosed,26506,,Garden,Centennial,,949,1977,,97236,R2
21.88,62.50,15.63,,,"Laundry Facilities, Playground, Basketball Court, Smoke Free",1.57,1200,763,C,,Portland,5.56,"Laundry Facilities, Playground, Basketball Court, Smoke Free",,2.44,45.5505560,,-122.5067260,0,2,32,650,1.91,Not Disclosed,27155,,Garden,Wilkes-Hemlock,975,750,1978,,97230-4404,"R3, Portland"
,100.00,,,,,,,1000,C,,Portland,8.88,,,2.359986,45.5054970,,-122.5075150,0,1,26,,1.39,Not Disclosed,28839,,Garden,Centennial,,1000,1977,,97233-3400,R3
33.33,66.67,,,,"Air Conditioning, Laundry Facilities, Pool, Property Manager on Site, Gameroom, Laundry Service, Multi Use Room, Dining Room, Double Pane Windows, Window Coverings",1.40,1025,731,C,,Portland,9.34,"Air Conditioning, Laundry Facilities, Pool, Property Manager on Site, Gameroom, Laundry Service, Multi Use Room, Dining Room, Double Pane Windows, Window Coverings",,1.52,45.5041200,,-122.5014980,0,2,48,650,1.60,Not Disclosed,36440,,Garden,Centennial,,771,1973,,97236,"HR2, Portland"
6.90,89.66,,,3.45,,1.63,1279,783,C,,Beaverton,2.26,,,1.29,45.4905147,,-122.8425543,0,2,29,650,0.00,Not Disclosed,22350,600,Garden,Cooper Mountain-Aloha North,,800,1970,,97007-2077,R-25
40.00,60.00,,,,"Property Manager on Site, Pet Play Area, Patio",1.05,998,949,C,,Portland,0.11,"Property Manager on Site, Pet Play Area, Patio",,1.5961,45.5226728,,-122.4956104,0,2,55,800,1.20,Not Disclosed,50821,,Garden,Rockwood,,1048,1970,,97230-5866,"HDR-60, Portland"
14.71,85.29,,,,"Laundry Facilities, Property Manager on Site",1.13,926,821,C,,Portland,0.2,"Laundry Facilities, Property Manager on Site",,1.248,45.5239935,,-122.4972967,0,2,34,650,1.56,Not Disclosed,28876,,Garden,Glenfair,,850,1979,,97230-5471,"SC, Gresham"
100.00,,,,,Recycling,2.07,1036,500,C,,Portland,0.23,Recycling,,0.8182,45.5254802,,-122.4968769,0,2,24,500,,Not Disclosed,18816,,Low-Rise,Glenfair,,,1976,,97230,HDR60
39.24,60.76,,,,"24 Hour Access, Laundry Facilities, Pool, Property Manager on Site, Deck, Dining Room, Patio",1.52,1182,778,C,,Portland,0.45,"24 Hour Access, Laundry Facilities, Pool, Property Manager on Site, Deck, Dining Room, Patio",,2.29,45.5276292,,-122.4980136,0,2,79,650,1.79,Not Disclosed,61435,,Garden,Wilkes,,860,1973,,97230,"R4, Portland"
,48.39,51.61,,,"Air Conditioning, Picnic Area, Recycling, Patio",0.93,999,1070,C,,Portland,0.92,"Air Conditioning, Picnic Area, Recycling, Patio",,2.36,45.5353910,,-122.4961314,0,1,31,,1.53,Not Disclosed,26168,,Garden,Wilkes,1184,949,1979,,97230-5681,R3
87.21,12.79,,,,"Laundry Facilities, Playground, Sauna, Laundry Service, Recreation Room",1.71,1240,726,C,,Portland,0.97,"Laundry Facilities, Playground, Sauna, Laundry Service, Recreation Room",,4.15,45.5356780,,-122.4961960,0,2,86,700,1.55,Not Disclosed,75200,,Garden,Wilkes,,900,1974,,97230,MDR24
50.00,11.54,38.46,,,"Laundry Facilities, Yard, Online Services",1.50,1096,729,C,,Portland,0.13,"Laundry Facilities, Yard, Online Services",,0.82,45.5212120,,-122.4974520,0,2,26,560,1.52,Not Disclosed,18700,,Low-Rise,Glenfair,925,807,1971,,97233-3803,"HDR60, Portland"
14.81,62.96,22.22,,,"Laundry Facilities, Deck, Patio",1.39,1238,889,C,,Portland,0.75,"Laundry Facilities, Deck, Patio",,1.41,45.5116468,,-122.4961806,0,2,27,650,1.52,Not Disclosed,24892,,Low-Rise,Centennial,1100,870,1974,,97233-4059,"R3, Portland"
22.22,30.56,19.44,,27.78,"Clubhouse, Laundry Facilities, Gameroom, Laundry Service, Sundeck, Freezer, Vinyl Flooring",1.49,1044,701,C,,Portland,9.29,"Clubhouse, Laundry Facilities, Gameroom, Laundry Service, Sundeck, Freezer, Vinyl Flooring",,2.16,45.5033352,,-122.4976239,0,2,72,543,1.30,Not Disclosed,45708,485,Garden,Centennial,1026,808,1975,,97236-1902,R2
,100.00,,,,,1.57,1337,853,C,,Portland,9.99,,,1.02,45.4943000,,-122.4924800,0,2,20,,,Not Disclosed,20000,,Low-Rise,Centennial,,853,1971,,97236-1756,R3
29.87,7.79,,,62.34,"Courtyard, Laundry Facilities, Property Manager on Site, Gated, Laundry Service, Maintenance on site",1.95,967,495,C,,Portland,0.45,"Courtyard, Laundry Facilities, Property Manager on Site, Gated, Laundry Service, Maintenance on site",,2.129,45.5182183,,-122.4834102,0,2,77,624,,Not Disclosed,48234,402,Garden,Centennial,,754,1972,,97233,R2
,95.00,5.00,,,"Air Conditioning, Wheelchair Accessible (Rooms)",0.94,849,900,C,,Portland,9.73,"Air Conditioning, Wheelchair Accessible (Rooms)",,0.7,45.5038935,,-122.4851793,0,2,20,,1.89,Not Disclosed,16125,,Low-Rise,Centennial,,900,1970,2007,97233-4728,R2
,,,,,,,,,C,,Portland,9.76,,,0.704,45.5035552,,-122.4838947,0,2,20,,1.40,Not Disclosed,17744,,Low-Rise,Gresham-Centennial,,,1972,,97236-1077,"R2, Portland"
33.48,61.23,5.29,,,"Clubhouse, Laundry Facilities, Playground, Sauna, Storage Space",1.70,1495,879,B,,Portland,0.53,"Clubhouse, Laundry Facilities, Playground, Sauna, Storage Space",,7.99,45.5277718,,-122.4802700,0,3,227,697,1.66,Not Disclosed,121100,,Garden,Wilkes East,1226,950,1979,,97230,CMF
28.09,50.56,21.35,,,"Laundry Facilities, Freezer",1.67,1406,844,C,,Aloha,3.71,"Laundry Facilities, Freezer",,5.89,45.4813182,,-122.8616867,0,2,89,615,0.73,Not Disclosed,75000,,Garden,Cooper Mountain-Aloha North,1005,903,1978,,97007,CBD
22.22,50.00,27.78,,,"Clubhouse, Fitness Center, Picnic Area, Property Manager on Site, Sauna, Storage Space, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",1.44,1319,915,B,,Beaverton,3.65,"Clubhouse, Fitness Center, Picnic Area, Property Manager on Site, Sauna, Storage Space, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",,4.599,45.4798850,,-122.8616920,0,2,72,710,1.22,Not Disclosed,65280,,Garden,Cooper Mountain-Aloha North,1098,905,1978,,97007,"R24, Washington County"
6.67,86.67,3.33,,3.33,Laundry Facilities,1.15,1124,977,C,,Portland,0.72,Laundry Facilities,,0.94,45.5317200,,-122.4764300,0,2,30,750,1.91,Not Disclosed,31476,600,Low-Rise,North Gresham,1200,1000,1971,,97230,MDR24
20.00,50.00,30.00,,,"24 Hour Access, Air Conditioning, Laundry Facilities, Property Manager on Site, Video Patrol, Gameroom, Yard, Sundeck",1.55,1176,761,C,,Portland,0.79,"24 Hour Access, Air Conditioning, Laundry Facilities, Property Manager on Site, Video Patrol, Gameroom, Yard, Sundeck",,1.14,45.5326930,,-122.4758950,0,2,60,505,1.85,Not Disclosed,43260,,Low-Rise,North Gresham,1000,719,1973,,97230-6744,N/Av
5.56,92.59,1.85,,,"Laundry Facilities, Picnic Area, Property Manager on Site",1.43,1204,842,C,,Portland,0.36,"Laundry Facilities, Picnic Area, Property Manager on Site",,1.9076,45.5176254,,-122.4762825,0,2,54,550,2.23,Not Disclosed,44897,,Garden,Centennial,1020,856,1971,,97233,RTC
5.71,91.43,2.86,,,"Laundry Facilities, Deck, Patio, Wheelchair Accessible (Rooms)",1.62,1351,835,C,,Portland,0.63,"Laundry Facilities, Deck, Patio, Wheelchair Accessible (Rooms)",,2.68,45.5294285,,-122.4744805,0,2,35,700,2.57,Not Disclosed,28567,,Garden,North Gresham,943,841,1972,2011,97230,MDR12
44.44,55.56,,,,Laundry Facilities,1.20,816,679,C,,Portland,1,Laundry Facilities,,1.4188,45.5330230,,-122.4735060,0,1,27,552,1.44,Not Disclosed,18532,,Low-Rise,North Gresham,,780,1978,,97230-6764,"CMF, Gresham"
,50.00,50.00,,,Basketball Court,0.91,892,975,C,,Beaverton,3.8,Basketball Court,,1.6,45.4994920,,-122.8659730,0,2,32,,,Not Disclosed,38924,,Garden,Cooper Mountain-Aloha North,1050,900,1973,,97006-3211,m-fam
38.10,61.90,,,,"Laundry Facilities, Patio",1.79,1332,745,C,,Portland,0.27,"Laundry Facilities, Patio",,1.879,45.5168923,,-122.4699790,0,2,42,600,,Not Disclosed,53338,,Low-Rise,Rockwood,,835,1972,,97233,"RTC, Gresham"
37.78,57.78,4.44,,,"24 Hour Access, Laundry Facilities, Property Manager on Site, Spa, Laundry Service",1.90,1227,645,C,,Portland,0.05,"24 Hour Access, Laundry Facilities, Property Manager on Site, Spa, Laundry Service",,6.75,45.5209161,,-122.4698452,0,2,180,517,,Not Disclosed,134720,,Garden,Rockwood,800,716,1975,,97233-5374,RTC
18.83,75.97,3.25,,1.95,"Clubhouse, Laundry Facilities, Playground, Property Manager on Site, Laundry Service",1.81,1454,802,C,,Aloha,4.11,"Clubhouse, Laundry Facilities, Playground, Property Manager on Site, Laundry Service",,5.581056,45.4752097,,-122.8710284,0,2,146,650,,Not Disclosed,68400,400,Garden,Cooper Mountain-Aloha North,1027,841,1974,,97078-8670,R-24
,76.19,23.81,,,"Laundry Facilities, Laundry Service, Patio, Wheelchair Accessible (Rooms)",1.37,1087,796,C,,Portland,9,"Laundry Facilities, Laundry Service, Patio, Wheelchair Accessible (Rooms)",,1.26,45.5882053,,-122.7094326,0,1,21,,0.48,Not Disclosed,17646,,Low-Rise,Portsmouth,865,775,1974,,97203-2001,"R2, Multnomah"
14.00,80.00,6.00,,,"Laundry Facilities, Property Manager on Site, Double Pane Windows, Garden, Patio",1.84,1370,743,C,,Portland,0.47,"Laundry Facilities, Property Manager on Site, Double Pane Windows, Garden, Patio",,1.022,45.5167080,,-122.4984250,0,2,50,625,1.54,Not Disclosed,35830,,Low-Rise,Centennial,937,750,1971,,97233-3232,"R2,  Portland"
60.00,,,,40.00,"Laundry Facilities, Playground, Online Services",2.19,1171,534,C,,Portland,0.38,"Laundry Facilities, Playground, Online Services",,1.4259,45.5170455,,-122.4973654,0,2,75,584,1.51,Not Disclosed,37960,460,Low-Rise,Centennial,,,1971,,97233-3234,"R2, Multnomah"
,35.00,65.00,,,"Clubhouse, Laundry Facilities, Sauna, Pet Play Area, Yard",1.35,1537,1137,B,,Portland,3.47,"Clubhouse, Laundry Facilities, Sauna, Pet Play Area, Yard",,3.377,45.4509597,,-122.7224765,0,2,60,,1.05,Not Disclosed,66552,,Garden,West Portland Park,1263,905,1970,,97219-6942,R2
25.00,50.00,25.00,,,Air Conditioning,1.99,1536,770,B,,Portland,4.27,Air Conditioning,,1.29,45.4582605,,-122.7119550,0,3,48,550,1.41,Not Disclosed,37000,,Low-Rise,Multnomah,920,805,1970,,97219,R2S
,100.00,,,,"Laundry Facilities, Property Manager on Site, Grill, Laundry Service, Patio",1.55,1328,855,C,,Beaverton,1.07,"Laundry Facilities, Property Manager on Site, Grill, Laundry Service, Patio",,0.58,45.4759182,,-122.7994395,0,2,22,,1.36,Not Disclosed,21538,,Garden,Vose,,856,1976,,97005-5601,"R1, Beaverton"
,60.00,40.00,,,"Courtyard, Playground, Property Manager on Site, Patio",1.23,1378,1120,C,,Beaverton,1.53,"Courtyard, Playground, Property Manager on Site, Patio",,2.7,45.4771200,,-122.8137860,0,2,50,,1.17,Not Disclosed,65886,,Garden,Central Beaverton,1260,1027,1970,,97005,R5
30.61,38.78,30.61,,,"Laundry Facilities, Deck, Patio",1.47,1153,784,C,,Portland,1.52,"Laundry Facilities, Deck, Patio",,3.53,45.4711780,,-122.7732350,0,2,49,619,1.86,Not Disclosed,38172,,Garden,Raleigh West,959,776,1979,,97223-7172,"R2, Portland"
54.05,40.54,,,5.41,"Air Conditioning, Laundry Facilities, Online Services",1.59,1275,806,C,,Portland,11.6,"Air Conditioning, Laundry Facilities, Online Services",,0.8627,45.5893580,,-122.7568860,0,2,35,746,0.97,Not Disclosed,37200,375,Low-Rise,Cathedral Park,,940,1972,,97203-4802,"C3 C3S, Portland"
72.97,27.03,,,,,1.65,1085,657,B,,Vancouver,14.81,,,1,45.6730248,,-122.6666218,0,1,37,557,,Not Disclosed,28944,,Garden,West Hazel Dell,,929,1975,,98665-8314,MH
10.81,89.19,,,,,,,824,C,,Vancouver,14.83,,,1.96,45.6729800,,-122.6662700,0,1,37,560,1.27,Not Disclosed,30661,,Low-Rise,West Hazel Dell,,856,1970,,98665-8333,MH
,100.00,,,,Laundry Facilities,1.43,1146,800,C,,Hillsboro,9.87,Laundry Facilities,,1.07,45.5324626,,-122.9613384,0,2,20,,2.00,Not Disclosed,16300,,Low-Rise,Northwest Hillsboro,,800,1977,,97124-2767,"R7, Hillsboro"
,,,,,,,,,C,,Portland,0.63,,,,45.4971500,,-122.6795420,0,2,25,,1.73,Not Disclosed,26054,,Garden,Homestead-Council Crest,,,1978,,97239,R1
76.19,19.05,,,4.76,Laundry Facilities,0.92,579,620,C,,Portland,5.95,Laundry Facilities,,0.43,45.4707220,,-122.6829620,0,2,21,531,1.50,Not Disclosed,14520,,Low-Rise,Hillsdale,,976,1975,,97219,R1S
40.00,40.00,20.00,,,Laundry Facilities,,,,C,,Portland,2.98,Laundry Facilities,,1.1113,45.4471640,,-122.7287890,0,2,20,,1.04,Not Disclosed,23096,,Low-Rise,West Portland Park,,,1973,,97219,R2
21.38,69.24,9.38,,,"Clubhouse, Laundry Facilities, Playground, Property Manager on Site, Package Service, Recycling, Storage Space, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",2.07,1878,908,B,,Portland,3.84,"Clubhouse, Laundry Facilities, Playground, Property Manager on Site, Package Service, Recycling, Storage Space, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",,27.76,45.5218510,,-122.8055120,0,2,608,732,1.11,Not Disclosed,582964,,Garden,Cedar Hills-Cedar Mill,1169,927,1973,,97229-6012,"TO:R24-40, Washington Co"
,,,,,"Laundry Facilities, Freezer, Patio",,,,C,,Portland,4.55,"Laundry Facilities, Freezer, Patio",,1.79,45.4832700,,-122.7145400,0,3,31,,,Not Disclosed,23520,,Low-Rise,Hayhurst,,,1979,,97221-3805,"R2, Portland"
26.67,20.00,43.33,0.1,,"24 Hour Access, Air Conditioning, Laundry Facilities, Property Manager on Site, Lounge, Freezer, Public Transportation",1.60,1886,1178,B,,Portland,3.37,"24 Hour Access, Air Conditioning, Laundry Facilities, Property Manager on Site, Lounge, Freezer, Public Transportation",1584,3.33,45.4866610,,-122.7373240,0,2,60,709,1.58,Not Disclosed,77690,,Garden,Hayhurst,1429,1056,1973,,97221-1943,R1
85.71,14.29,,,,"Laundry Facilities, Picnic Area, Pool, Property Manager on Site, Maintenance on site, Grill, Garden",1.89,1236,653,C,,Portland,3.16,"Laundry Facilities, Picnic Area, Pool, Property Manager on Site, Maintenance on site, Grill, Garden",,5.61,45.4873415,,-122.7419410,0,2,119,625,1.55,Not Disclosed,100118,,Garden,Bridlemile,,819,1977,,97221-1125,R2
4.76,42.86,52.38,,,Window Coverings,0.96,937,976,C,,Portland,4.85,Window Coverings,,2.17,45.4810700,,-122.7098200,0,2,42,600,1.21,Not Disclosed,31366,,Low-Rise,Hayhurst,1100,867,1977,,97239-1192,R2
,100.00,,,,"Breakfast Nook, Patio",0.92,1466,1600,B,,Portland,1.89,"Breakfast Nook, Patio",,1.3805,45.4704234,,-122.7712903,0,2,28,,,Not Disclosed,38900,,Garden,Raleigh Hills,,1600,1971,,97223-7252,R-15
25.00,53.95,21.05,,,"Laundry Facilities, Picnic Area, Playground, Grill, Package Service",1.64,1255,767,C,,West Linn,8.12,"Laundry Facilities, Picnic Area, Playground, Grill, Package Service",,4.3484,45.3512693,,-122.6579306,0,2,76,600,,Not Disclosed,49868,,Garden,Willamette,943,776,1977,,97068-4168,R2.1
26.67,48.89,17.78,,6.67,"Gated, Grill",1.57,1224,781,C,,West Linn,8.21,"Gated, Grill",,2.48,45.3520270,,-122.6599050,0,2,42,600,1.35,Not Disclosed,37000,,Garden,Willamette,1000,800,1979,,97068-4103,N/Av
,57.58,42.42,,,"24 Hour Access, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Pet Play Area, Walking/Biking Trails, Deck, Patio",1.55,1475,952,C,,Portland,17.55,"24 Hour Access, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Pet Play Area, Walking/Biking Trails, Deck, Patio",,2.32,45.3964568,,-122.6137474,0,1,33,,,Not Disclosed,38052,,Garden,Jennings Lodge,1023,900,1971,,97267-5958,MR-1
33.33,66.67,,,,"Laundry Facilities, Laundry Service",1.62,1321,817,C,,Tigard,1.66,"Laundry Facilities, Laundry Service",,4.94,45.4155150,,-122.7557660,0,2,48,650,1.63,Not Disclosed,39520,,Low-Rise,Downtown Tigard,,900,1979,,97224-8108,"R12, Tigard"
21.82,41.82,14.55,,21.82,"Laundry Facilities, Playground, Online Services, Dining Room, Patio, Window Coverings",1.63,1119,688,C,,Beaverton,1.71,"Laundry Facilities, Playground, Online Services, Dining Room, Patio, Window Coverings",,2.57,45.4778960,,-122.8162255,0,2,55,646,1.42,Not Disclosed,57716,388,Garden,Central Beaverton,946,776,1979,,97005-4506,N/Av
31.67,50.83,17.50,,,"Laundry Facilities, Playground, Pool, Property Manager on Site, Maintenance on site",1.70,1275,752,C,,Tualatin,0.47,"Laundry Facilities, Playground, Pool, Property Manager on Site, Maintenance on site",,4.92,45.3773380,,-122.7662670,0,2,120,608,1.51,Not Disclosed,89635,,Garden,Sherwood/Tualatin South,943,776,1977,,97062-9030,RH
,100.00,,,,"Property Manager on Site, Recycling",1.74,1392,800,C,,Vancouver,9.96,"Property Manager on Site, Recycling",,1.67,45.6336590,,-122.6295210,0,1,25,,1.31,Not Disclosed,25000,,Garden,Harney Heights,,800,1977,,98661,MD
36.59,36.59,26.83,,,"24 Hour Access, Fenced Lot, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Grill, Walking/Biking Trails, Storage Space, Maintenance on site, Online Services, Deck, Dining Room, Family Room, Patio",1.51,1261,837,C,,Beaverton,0.98,"24 Hour Access, Fenced Lot, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Grill, Walking/Biking Trails, Storage Space, Maintenance on site, Online Services, Deck, Dining Room, Family Room, Patio",,2.47,45.5035000,,-122.8212180,0,2,41,695,1.85,Not Disclosed,30700,,Garden,Cedar Hills,1100,785,1978,,97005-1122,"R24, Beaverton"
100.00,,,,,Laundry Facilities,1.96,982,500,C,,Portland,0.79,Laundry Facilities,,0.8215,45.5039080,,-122.6891300,0,2,36,500,1.11,Not Disclosed,14976,,Low-Rise,Southwest Hills,,,1972,,97201-3183,"R1, Portland"
16.00,70.00,14.00,,,"Courtyard, Fitness Center, Laundry Facilities, Property Manager on Site, Package Service, Pet Play Area, Patio",1.55,1295,836,C,,Beaverton,7.42,"Courtyard, Fitness Center, Laundry Facilities, Property Manager on Site, Package Service, Pet Play Area, Patio",,13.57,45.5424260,,-122.8656160,0,2,100,538,0.90,Not Disclosed,82660,,Garden,Bethany,1136,845,1977,,97229,N/Av
5.00,92.50,2.50,,,"Laundry Facilities, Property Manager on Site, Sauna, Laundry Service, Walking/Biking Trails, Bicycle Storage",1.73,1240,718,C,,Portland,9.93,"Laundry Facilities, Property Manager on Site, Sauna, Laundry Service, Walking/Biking Trails, Bicycle Storage",,1.59,45.4592738,,-122.6146966,0,2,80,552,1.07,Not Disclosed,84274,,Garden,Lewelling,965,720,1978,,97222-4103,R3
,100.00,,,,"Air Conditioning, Online Services",1.78,1421,800,C,,Vancouver,9.86,"Air Conditioning, Online Services",,1.8333,45.6338150,,-122.6263640,0,1,22,,1.75,Not Disclosed,19800,,Garden,Harney Heights,,800,1977,,98661-6225,R-18
16.33,71.43,12.24,,,"Laundry Facilities, Recycling, Public Transportation",1.36,1152,847,C,,Portland,0.18,"Laundry Facilities, Recycling, Public Transportation",,2.85,45.5212831,,-122.4801567,0,2,49,700,0.00,Not Disclosed,41325,,Garden,Rockwood,1025,850,1973,,97233,HDR60
,100.00,,,,"Laundry Facilities, Playground, Property Manager on Site, Smoke Free",1.25,1188,952,B,,Portland,0.53,"Laundry Facilities, Playground, Property Manager on Site, Smoke Free",,0.7502,45.5229699,,-122.5690944,0,2,28,,,Not Disclosed,17562,,Low-Rise,Montavilla,,952,1970,,97216-1571,IR
4.17,95.83,,,,Laundry Facilities,1.17,1039,888,C,,Portland,0.13,Laundry Facilities,,1.04,45.5213410,,-122.4786070,0,2,24,600,2.04,Not Disclosed,22116,,Low-Rise,Rockwood,,900,1971,,97233-4977,"HDR60, Portland"
,100.00,,,,,,,1072,C,,Portland,0.28,,,0.96,45.5178613,,-122.4651555,0,2,20,,1.81,Not Disclosed,22088,,Garden,Rockwood,,1072,1978,,97233-5814,N/Av
13.04,76.09,8.70,,2.17,"Laundry Facilities, Pet Play Area, Patio",1.64,1248,763,B,,Gresham,0.13,"Laundry Facilities, Pet Play Area, Patio",,1.8595,45.5161030,,-122.4622390,0,2,46,505,1.38,Not Disclosed,36165,465,Garden,Rockwood,900,800,1974,,97233,SC
25.93,74.07,,,,"Laundry Facilities, Playground, Property Manager on Site",1.66,1077,648,C,,Portland,8.96,"Laundry Facilities, Playground, Property Manager on Site",,0.8639,45.4953400,,-122.5501580,0,2,27,500,1.59,Not Disclosed,20250,,Low-Rise,Lents-Powellhurst-Gilbert,,700,1970,,97266-2268,"R3, Portland"
6.00,58.00,34.00,0.02,,"Laundry Facilities, Smoke Free, Wheelchair Accessible (Rooms)",1.26,1526,1210,B,,Portland,0.4,"Laundry Facilities, Smoke Free, Wheelchair Accessible (Rooms)",1600,3.59,45.5094136,,-122.7859307,0,2,50,900,,Not Disclosed,60340,,Garden,Cedar Hills,1430,1100,1972,,97225-5235,TO:BUS
30.00,60.00,10.00,,,"Clubhouse, Fitness Center, Picnic Area, Property Manager on Site, Sauna, Grill, Community-Wide WiFi, Patio",1.15,1077,938,C,,Portland,0.94,"Clubhouse, Fitness Center, Picnic Area, Property Manager on Site, Sauna, Grill, Community-Wide WiFi, Patio",,2.01,45.5140890,,-122.7965500,0,2,40,800,0.93,Not Disclosed,53454,,Garden,Cedar Hills,1220,960,1970,,97225,R-25+
51.63,36.41,,,11.96,"Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Sauna, Spa",2.13,1619,760,B,,Portland,0.9,"Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Sauna, Spa",,5.4417,45.5134170,,-122.7966330,0,3,184,649,0.80,Not Disclosed,187254,402,Low-Rise,Cedar Hills,,1036,1975,,97225-5740,R25+
25.00,68.75,6.25,,,"Air Conditioning, Clubhouse, Laundry Facilities, Property Manager on Site, Laundry Service, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",1.94,1638,844,C,,Gladstone,17.05,"Air Conditioning, Clubhouse, Laundry Facilities, Property Manager on Site, Laundry Service, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",,3.73,45.3934082,,-122.5999318,0,2,64,680,,Not Disclosed,54480,,Garden,Gladstone,990,890,1972,,97027,R7.2
5.00,94.17,,,0.83,"Clubhouse, Fitness Center, Spa, Tennis Court, Waterfront, Basketball Court, Racquetball Court, Recycling, Yard, Storage Space, Deck, Patio",1.44,1408,977,B,,Vancouver,9.35,"Clubhouse, Fitness Center, Spa, Tennis Court, Waterfront, Basketball Court, Racquetball Court, Recycling, Yard, Storage Space, Deck, Patio",,8.36,45.5990080,,-122.5287945,0,2,119,850,1.44,Not Disclosed,119000,,Garden,Cascade Park,,985,1978,,98683-7719,N/Av
