% 1-Bed,% 2-Bed,% 3-Bed,% 4-Bed,% Studios,Amenities,Avg Effective/SF,Avg Effective/Unit,Avg Unit SF,Building Class,Ceiling Ht,City,Closest Transit Stop Dist (mi),Features,Four Bedroom Avg SF,Land Area (AC),Latitude,LEED Certified,Longitude,Number Of Elevators,Number Of Stories,Number Of Units,One Bedroom Avg SF,Parking Ratio,Rent/SF/Yr,RBA,Studio Avg SF,Style,Submarket Name,Three Bedroom Avg SF,Two Bedroom Avg SF,Year Built,Year Renovated,Zip,Zoning
35.33,30.00,18.67,,16.00,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Playground, Spa, Basketball Court, Breakfast/Coffee Concierge, Recycling, Storage Space",2.17,1824,841,B,,Tualatin,1.23,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Playground, Spa, Basketball Court, Breakfast/Coffee Concierge, Recycling, Storage Space",,18,45.3844820,,-122.7463140,0,2,300,691,1.99,Not Disclosed,252500,452,Garden,Sherwood/Tualatin South,1190,1011,1994,,97062,"RMH, Tualatin"
66.67,13.89,19.44,,,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Package Service, Storage Space, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",1.86,1465,787,B,,Hillsboro,6.17,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Package Service, Storage Space, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",,10,45.5125450,,-122.9028930,0,3,144,648,1.02,Not Disclosed,116646,,Garden,Southeast Hillsboro,1116,991,1999,,97123-6820,A-1
66.12,33.88,,,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Tennis Court, Tanning Salon, Basketball Court, Putting Greens, Grill",1.69,1214,716,B,,Vancouver,8.53,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Tennis Court, Tanning Salon, Basketball Court, Putting Greens, Grill",,8.9532,45.6424816,,-122.5656021,0,2,121,658,1.46,Not Disclosed,84445,,Garden,Oakbrook,,831,1980,,98662-7687,"R-18, Vancouver"
28.47,38.89,32.64,,,"24 Hour Access, Air Conditioning, Clubhouse, Fitness Center, Playground, Spa, Package Service, Pet Play Area, Racquetball Court, Wheelchair Accessible (Rooms)",2.14,2048,955,B,,Beaverton,3.41,"24 Hour Access, Air Conditioning, Clubhouse, Fitness Center, Playground, Spa, Package Service, Pet Play Area, Racquetball Court, Wheelchair Accessible (Rooms)",,15.11,45.4342822,,-122.8300257,0,3,288,724,1.37,Not Disclosed,269345,,Garden,Neighbors Southwest,1122,987,1991,,97007-8480,TC-HDR
43.65,46.44,9.91,,,"Air Conditioning, Clubhouse, Fitness Center, Playground, Pool, Property Manager on Site, Spa, Deck, Dining Room, Patio, Wheelchair Accessible (Rooms), Window Coverings",1.84,1602,870,B,,Gresham,13.57,"Air Conditioning, Clubhouse, Fitness Center, Playground, Pool, Property Manager on Site, Spa, Deck, Dining Room, Patio, Wheelchair Accessible (Rooms), Window Coverings",,9.09,45.4841120,,-122.3955680,0,3,323,651,1.33,Not Disclosed,280878,,Garden,Kelly Creek,1185,1009,1995,,97080-7278,MDR-24
56.86,43.14,,,,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Spa, Grill, Laundry Service, Package Service, Recycling, Storage Space, Maintenance on site, Window Coverings",2.07,1586,766,B,,Beaverton,3.18,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Spa, Grill, Laundry Service, Package Service, Recycling, Storage Space, Maintenance on site, Window Coverings",,9.97,45.4430463,,-122.8273143,0,2,204,671,1.41,Not Disclosed,156940,,Garden,Neighbors Southwest,,893,1988,,97007,"R5, Beaverton"
26.61,66.13,7.26,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Spa, Basketball Court, Grill, Package Service, Recycling, Storage Space, Lounge, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",1.67,1632,974,A,,Hillsboro,6.14,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Spa, Basketball Court, Grill, Package Service, Recycling, Storage Space, Lounge, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",,24.03,45.5384070,,-122.8847040,0,3,496,741,1.15,Not Disclosed,475980,,Garden,Tanasbourne,1294,1033,1996,,97124-7600,A-3
34.17,65.83,,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Pool, Spa, Basketball Court, Cabana, Furnished Units Available, Grill, Pet Play Area",2.18,1961,899,B,,Hillsboro,6.63,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Pool, Spa, Basketball Court, Cabana, Furnished Units Available, Grill, Pet Play Area",,21.44,45.5414030,,-122.8848960,0,3,480,724,2.76,Not Disclosed,431468,,Garden,Tanasbourne,,991,1995,,97124,A-3
50.26,49.74,,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Sauna, Spa, Basketball Court, Package Service, Recycling, Volleyball Court, Walking/Biking Trails, Storage Space, Lounge, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",2.51,1752,698,B,,Tigard,3.23,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Sauna, Spa, Basketball Court, Package Service, Recycling, Volleyball Court, Walking/Biking Trails, Storage Space, Lounge, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",,17.21,45.3969194,,-122.7976922,0,2,192,504,2.41,Not Disclosed,147776,,Garden,Bull Mountain,,891,1990,,97224-3454,"R24, Tigard"
16.00,74.67,9.33,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Picnic Area, Playground, Property Manager on Site, Sauna, Spa, Grill, Smoke Free, Wheelchair Accessible (Rooms)",1.90,1717,902,B,,Gresham,13.64,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Picnic Area, Playground, Property Manager on Site, Sauna, Spa, Grill, Smoke Free, Wheelchair Accessible (Rooms)",,8.5815,45.4886440,,-122.4047010,0,3,225,724,1.68,Not Disclosed,203148,,Garden,Mt Hood,1160,909,1999,2013,97080-5271,MDR-24
50.00,,,,50.00,"Air Conditioning, Laundry Facilities, Elevator, Wheelchair Accessible (Rooms)",1.62,915,500,B,,Portland,0.08,"Air Conditioning, Laundry Facilities, Elevator, Wheelchair Accessible (Rooms)",,0.1148,45.5148410,,-122.6839810,0,6,30,,0.34,Not Disclosed,29202,500,Mid-Rise,Arts District,,,1995,,97201,RXD
21.88,78.13,,,,"24 Hour Access, Controlled Access, On-Site Retail, Elevator, Deck",1.69,1763,1038,C,,Portland,0.08,"24 Hour Access, Controlled Access, On-Site Retail, Elevator, Deck",,0.23,45.5143840,,-122.6830950,1,7,31,516,0.00,Not Disclosed,31098,,Mid-Rise,Park Blocks,,1198,1988,,97201-3488,RXZ
29.52,70.48,,,,"Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Sauna, Spa, Car Wash Area, Gameroom, Lounge",2.10,1667,793,B,,Vancouver,8.56,"Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Sauna, Spa, Car Wash Area, Gameroom, Lounge",,9.8,45.6143327,,-122.5190046,0,3,210,646,0.41,Not Disclosed,262038,,Garden,Cascade Park,,854,1988,,98683,R22
5.88,94.12,,,,"Air Conditioning, Yard",1.03,1200,1159,B,,Vancouver,8.67,"Air Conditioning, Yard",,2.01,45.6151950,,-122.5163950,0,2,34,645,1.57,Not Disclosed,39430,,Garden,Cascade Park,,1192,1991,,98683-8377,OR-22
80.00,20.00,,,,"Air Conditioning, Wheelchair Accessible (Rooms)",1.35,1075,798,B,,Vancouver,8.7,"Air Conditioning, Wheelchair Accessible (Rooms)",,1,45.6141546,,-122.5162054,0,2,20,753,1.55,Not Disclosed,16608,,Low-Rise,Cascade Park,,977,1997,,98683-9301,"R-22, Vancouver"
50.00,34.09,15.91,,,"Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Property Manager on Site, Sauna, Spa, Gameroom, Media Center/Movie Theatre, Package Service, Recycling, Wheelchair Accessible (Rooms)",2.35,2064,878,B,,Lake Oswego,3.46,"Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Property Manager on Site, Sauna, Spa, Gameroom, Media Center/Movie Theatre, Package Service, Recycling, Wheelchair Accessible (Rooms)",,22,45.4198180,,-122.7261920,0,2,352,712,0.97,Not Disclosed,333098,,Garden,Westlake,1240,954,1995,,97035,R-5
32.10,67.90,,,,"Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Spa, Corporate Suites, Furnished Units Available, Pet Play Area, Walking/Biking Trails, Wheelchair Accessible (Rooms)",2.33,2047,878,C,,Lake Oswego,2.95,"Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Spa, Corporate Suites, Furnished Units Available, Pet Play Area, Walking/Biking Trails, Wheelchair Accessible (Rooms)",,8.37,45.4205631,,-122.7303592,0,2,162,685,1.92,Not Disclosed,147035,,Garden,Westlake,,970,1984,,97035-8722,"R5, Lake Oswego"
27.03,27.03,45.95,,,"Air Conditioning, Fitness Center, Pool, Property Manager on Site, Sauna, Spa, Patio, Window Coverings",1.72,1904,1104,B,,Wilsonville,1.91,"Air Conditioning, Fitness Center, Pool, Property Manager on Site, Sauna, Spa, Patio, Window Coverings",,5.86,45.3080180,,-122.7633650,0,2,111,833,1.47,Not Disclosed,106000,,Garden,Wilsonville,1325,1000,1990,2021,97070-5491,"N/Av, Wilsonville"
,100.00,,,,"Air Conditioning, Laundry Facilities, Property Manager on Site, Basketball Court, Online Services, Deck, Freezer, Patio",1.51,1249,827,C,,Newberg,31.15,"Air Conditioning, Laundry Facilities, Property Manager on Site, Basketball Court, Online Services, Deck, Freezer, Patio",,2.43,45.3064893,,-122.9529657,0,2,52,,1.53,Not Disclosed,51144,,Garden,Yamhill County,,827,1994,,97132,R4
42.86,57.14,,,,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Picnic Area, Sauna, Spa, Basketball Court, Grill, Storage Space, Wheelchair Accessible (Rooms)",2.08,1656,795,C,,Portland,0.91,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Picnic Area, Sauna, Spa, Basketball Court, Grill, Storage Space, Wheelchair Accessible (Rooms)",,2.5395,45.4376600,,-122.7628380,0,2,84,626,1.05,Not Disclosed,66792,,Garden,Tigard Triangle,,922,1995,,97223,R-25
,100.00,,,,"Pool, Property Manager on Site, Multi Use Room, Deck, Double Pane Windows, Lawn, Patio, Vinyl Flooring",1.39,1325,950,C,,Tigard,0.83,"Pool, Property Manager on Site, Multi Use Room, Deck, Double Pane Windows, Lawn, Patio, Vinyl Flooring",,3.8,45.4383730,,-122.7646650,0,2,48,,1.71,Not Disclosed,46080,,Garden,Tigard Triangle,,950,1987,,97223-2415,"MFR1, Tigard"
,100.00,,,,"Air Conditioning, Playground, Wheelchair Accessible (Rooms)",1.19,1164,979,B,,Canby,9.27,"Air Conditioning, Playground, Wheelchair Accessible (Rooms)",,2.97,45.2685173,,-122.6805257,0,2,40,,0.75,Not Disclosed,55588,,Garden,Canby,,979,1996,,97013-3281,"R2, Canby"
,97.37,2.63,,,"Air Conditioning, Playground, Wheelchair Accessible (Rooms)",1.78,1498,842,B,,Canby,9.63,"Air Conditioning, Playground, Wheelchair Accessible (Rooms)",,4.8,45.2611617,,-122.6798752,0,2,76,,2.39,Not Disclosed,81610,,Garden,Canby,900,840,1995,,97013-5527,"R2, Canby"
53.00,36.40,10.60,,,"24 Hour Access, Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Playground, Conference Rooms, Dining Room, Patio, Recreation Room",2.05,1797,875,B,,Portland,0.19,"24 Hour Access, Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Playground, Conference Rooms, Dining Room, Patio, Recreation Room",,2.6865,45.5208390,,-122.5572390,2,3,283,650,1.20,Not Disclosed,240877,,Garden,Gateway,1348,1068,1999,,97216,RH
28.48,57.59,13.92,,,"24 Hour Access, Air Conditioning, Business Center, Clubhouse, Fitness Center, Pool, Property Manager on Site, Spa, Planned Social Activities, Patio",2.12,1820,858,B,,Beaverton,1.89,"24 Hour Access, Air Conditioning, Business Center, Clubhouse, Fitness Center, Pool, Property Manager on Site, Spa, Planned Social Activities, Patio",,8.82,45.4447950,,-122.8043150,0,3,158,620,1.40,Not Disclosed,188811,,Garden,Greenway,1148,906,1990,,97008-8331,R3.5
43.90,48.78,4.88,0.024399999999999998,,"Air Conditioning, Wheelchair Accessible (Rooms)",,,822,C,,Oregon City,19.73,"Air Conditioning, Wheelchair Accessible (Rooms)",1660,2.01,45.3454450,,-122.5978090,0,2,41,464,1.45,Not Disclosed,41404,,Garden,Barclay Hills,1244,1060,1998,,97045,R2
16.67,81.58,1.75,,,"Air Conditioning, Clubhouse, Fitness Center, Playground, Sauna, Spa, Walking/Biking Trails, Wi-Fi, Multi Use Room, Patio, Smoke Free, Wheelchair Accessible (Rooms)",1.90,1663,876,B,,Gresham,11.46,"Air Conditioning, Clubhouse, Fitness Center, Playground, Sauna, Spa, Walking/Biking Trails, Wi-Fi, Multi Use Room, Patio, Smoke Free, Wheelchair Accessible (Rooms)",,9.23,45.4864590,,-122.4656330,0,3,228,725,1.23,Not Disclosed,199758,,Garden,Gresham-Southwest,1148,901,1998,2015,97080-7763,MDR-24
50.00,47.50,2.50,,,,1.79,1329,742,C,,Portland,9.66,,,0.36,45.4968856,,-122.5336757,0,2,40,687,,Not Disclosed,8443,,Low-Rise,Powellhurst-Gilbert,,800,1980,,97236-3467,R2
,100.00,,,,"24 Hour Access, Air Conditioning, Controlled Access, Clubhouse, Laundry Facilities, Pool, Spa, Package Service, Pet Play Area, Maintenance on site, Patio, Window Coverings, Public Transportation",1.49,1589,1070,B,,Portland,10.13,"24 Hour Access, Air Conditioning, Controlled Access, Clubhouse, Laundry Facilities, Pool, Spa, Package Service, Pet Play Area, Maintenance on site, Patio, Window Coverings, Public Transportation",,3.44,45.4927843,,-122.4903455,0,2,73,,1.64,Not Disclosed,78604,,Garden,Centennial,,1070,1991,,97236-1768,R2
48.10,49.37,2.53,,,"24 Hour Access, Air Conditioning, Controlled Access, Clubhouse, Laundry Facilities, Pool, Video Patrol, Package Service, Maintenance on site, Online Services, Patio, Wheelchair Accessible (Rooms), Window Coverings, Public Transportation",1.57,1492,960,B,,Portland,10.32,"24 Hour Access, Air Conditioning, Controlled Access, Clubhouse, Laundry Facilities, Pool, Video Patrol, Package Service, Maintenance on site, Online Services, Patio, Wheelchair Accessible (Rooms), Window Coverings, Public Transportation",,3.1174,45.4928460,,-122.4887180,0,3,72,813,1.87,Not Disclosed,70412,,Garden,Centennial,,1101,1998,,97236-8709,R2
31.82,52.50,15.68,,,"Business Center, Clubhouse, Fitness Center, Pool, Property Manager on Site, Grill, Pet Play Area, Bicycle Storage, Online Services, Pet Care, Public Transportation",1.86,1520,818,B,,Gresham,11.76,"Business Center, Clubhouse, Fitness Center, Pool, Property Manager on Site, Grill, Pet Play Area, Bicycle Storage, Online Services, Pet Care, Public Transportation",,19.18,45.4942965,,-122.4592557,0,3,440,648,2.26,Not Disclosed,373618,,Garden,Holly Brook,1019,861,1994,,97030,MDR24
,100.00,,,,"24 Hour Access, Air Conditioning, Office, Patio, Public Transportation",2.03,1533,754,C,,Gresham,11.16,"24 Hour Access, Air Conditioning, Office, Patio, Public Transportation",,5.12,45.4933603,,-122.4805442,0,2,122,,1.70,Not Disclosed,93100,,Garden,Gresham-Centennial,,754,1990,,97030-5092,"MDR24, Gresham"
,,,,,Air Conditioning,,,,C,,Portland,0.46,Air Conditioning,,0.9229,45.5558790,,-122.5655460,0,2,20,,1.61,Not Disclosed,19931,,Low-Rise,Parkrose,,,1992,,97220-3543,"R2, Portland"
,100.00,,,,"Air Conditioning, Property Manager on Site, Wheelchair Accessible (Rooms)",1.29,1355,1050,B,,Portland,0.57,"Air Conditioning, Property Manager on Site, Wheelchair Accessible (Rooms)",,0.895,45.5557380,,-122.5599420,0,2,21,,1.50,Not Disclosed,21000,,Low-Rise,Parkrose,,1050,1999,,97220-3552,"R2H, Portland"
,100.00,,,,"Air Conditioning, Laundry Facilities, Property Manager on Site, Online Services, Patio, Wheelchair Accessible (Rooms), Public Transportation",2.02,1615,800,C,,Vancouver,12.86,"Air Conditioning, Laundry Facilities, Property Manager on Site, Online Services, Patio, Wheelchair Accessible (Rooms), Public Transportation",,1.52,45.6401360,,-122.6534980,0,2,45,,1.53,Not Disclosed,36000,,Garden,Rose Village,,800,1983,,98663,"R30, Vancouver"
,100.00,,,,Laundry Facilities,1.51,1247,825,C,,Gresham,1.01,Laundry Facilities,,2.01,45.4927797,,-122.4090260,0,2,31,,1.77,Not Disclosed,27776,,Garden,Mt Hood,,825,1981,,97080-1356,"MDR12, Gresham"
100.00,,,,,Air Conditioning,1.40,829,590,C,,Vancouver,10.72,Air Conditioning,,0.55,45.6350360,,-122.6481850,0,3,24,590,,Not Disclosed,22593,,Low-Rise,Central Park,,,1991,,98661,UA
,100.00,,,,"Air Conditioning, Laundry Facilities, Pool, Online Services, Public Transportation",2.09,1616,775,C,,Gladstone,17.91,"Air Conditioning, Laundry Facilities, Pool, Online Services, Public Transportation",,3.8,45.3813910,,-122.6025840,0,2,84,,1.17,Not Disclosed,89738,,Garden,Gladstone,,775,1990,,97027-2000,MR
37.50,62.50,,,,Wheelchair Accessible (Rooms),1.40,1236,884,C,,Gladstone,18.07,Wheelchair Accessible (Rooms),,3.43,45.3802693,,-122.6071612,0,2,64,750,,Not Disclosed,52800,,Garden,Gladstone,,965,1996,,97027-2373,"MR, Gladstone"
26.95,10.78,62.28,,,"24 Hour Access, Air Conditioning, Business Center, Clubhouse, Fitness Center, Sauna, Spa, Tennis Court, Tanning Salon, Basketball Court, Gameroom, Package Service, Pet Play Area, Racquetball Court, Volleyball Court, Storage Space, Maintenance on site, Sundeck, Deck, Patio",1.60,1826,1141,B,,Gladstone,17.86,"24 Hour Access, Air Conditioning, Business Center, Clubhouse, Fitness Center, Sauna, Spa, Tennis Court, Tanning Salon, Basketball Court, Gameroom, Package Service, Pet Play Area, Racquetball Court, Volleyball Court, Storage Space, Maintenance on site, Sundeck, Deck, Patio",,8.27,45.3763580,,-122.6033840,0,3,334,850,0.92,Not Disclosed,379620,,Garden,Gladstone,1274,1097,1991,,97027,MR
51.55,39.52,0.69,0.0069,7.56,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Property Manager on Site, Waterfront, Guest Apartment, Package Service, Storage Space, Elevator, Health Club Discount, Lounge, Maintenance on site, Den, Dining Room, Patio, Vinyl Flooring, Window Coverings",2.54,2109,829,B,,Portland,0.04,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Property Manager on Site, Waterfront, Guest Apartment, Package Service, Storage Space, Elevator, Health Club Discount, Lounge, Maintenance on site, Den, Dining Room, Patio, Vinyl Flooring, Window Coverings",1764,3.28,45.5074033,,-122.6744455,2,4,291,727,1.00,Not Disclosed,299882,440,Mid-Rise,Waterfront,1368,1012,1998,2013,97201518,N/Av
3.33,93.33,3.33,,,"Air Conditioning, Clubhouse, Maintenance on site, Patio, Smoke Free, Wheelchair Accessible (Rooms)",1.41,1283,911,B,,Gresham,0.21,"Air Conditioning, Clubhouse, Maintenance on site, Patio, Smoke Free, Wheelchair Accessible (Rooms)",,2.8107,45.5028360,,-122.4290820,0,3,90,740,0.78,Not Disclosed,108516,,Garden,Downtown Gresham,1200,908,1997,,97030,DTM
62.50,37.50,,,,"Air Conditioning, Picnic Area, Playground, Property Manager on Site, Deck, Patio, Wheelchair Accessible (Rooms)",1.44,1154,800,B,,Gresham,15.12,"Air Conditioning, Picnic Area, Playground, Property Manager on Site, Deck, Patio, Wheelchair Accessible (Rooms)",,1.18,45.4871070,,-122.4163090,0,3,24,718,0.00,Not Disclosed,19326,,Low-Rise,Mt Hood,,939,1998,,97080,MDR24
36.73,63.27,,,,"Clubhouse, Fitness Center, Picnic Area, Pool, Spa, Walking/Biking Trails, Patio, Smoke Free, Wheelchair Accessible (Rooms)",2.39,2046,854,B,,West Linn,8.33,"Clubhouse, Fitness Center, Picnic Area, Pool, Spa, Walking/Biking Trails, Patio, Smoke Free, Wheelchair Accessible (Rooms)",,4.53,45.3850340,,-122.6411455,0,2,98,639,,Not Disclosed,87116,,Garden,Robinwood,,980,1988,,97068,R-2.1
56.29,39.43,4.29,,,"Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Picnic Area, Pool, Property Manager on Site, Spa, Corporate Suites, Car Wash Area, Grill, Pet Play Area, Maintenance on site, Wheelchair Accessible (Rooms)",2.30,2154,935,B,,Hillsboro,0.75,"Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Picnic Area, Pool, Property Manager on Site, Spa, Corporate Suites, Car Wash Area, Grill, Pet Play Area, Maintenance on site, Wheelchair Accessible (Rooms)",,16.99,45.5369938,,-122.9074741,0,3,350,808,1.53,Not Disclosed,495454,,Garden,Orenco Station,1372,1068,1997,,97124-7904,SCR-V
,100.00,,,,"Laundry Facilities, Deck, Patio, Porch, Vinyl Flooring",1.31,1260,960,C,,Beaverton,3.45,"Laundry Facilities, Deck, Patio, Porch, Vinyl Flooring",,1.94,45.4789500,,-122.8611270,0,2,30,,1.96,Not Disclosed,29644,,Garden,Cooper Mountain-Aloha North,,960,1980,,97007-3245,N/Av
48.94,51.06,,,,"Clubhouse, Fitness Center, Laundry Facilities, Playground, Spa, Tennis Court",2.02,1723,857,B,,Aloha,3.55,"Clubhouse, Fitness Center, Laundry Facilities, Playground, Spa, Tennis Court",,8.36,45.4783353,,-122.8637103,0,3,134,786,,Not Disclosed,118375,,Garden,Cooper Mountain-Aloha North,,922,1981,,97007,"R15, Washington County"
25.40,58.10,16.51,,,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Spa, Package Service, Lounge, Maintenance on site, Sundeck, Patio",2.11,1832,870,A,,Wilsonville,2.32,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Spa, Package Service, Lounge, Maintenance on site, Sundeck, Patio",,25.16,45.3048418,,-122.7542206,0,2,315,620,1.83,Not Disclosed,273950,,Garden,Wilsonville,1126,906,1989,2017,97070,"PDR5, Wilsonville"
22.99,48.85,28.16,,,"Air Conditioning, Clubhouse, Fitness Center, Pool, Grill, Wheelchair Accessible (Rooms)",2.15,1894,881,B,,Tigard,2.29,"Air Conditioning, Clubhouse, Fitness Center, Pool, Grill, Wheelchair Accessible (Rooms)",,24.49,45.4099420,,-122.7919200,0,3,348,661,1.37,Not Disclosed,285260,,Garden,Bull Mountain,1107,855,1997,,97224,R-3.5
51.81,48.19,,,,"Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Pool, Sauna, Deck, Recreation Room, Window Coverings",1.66,1383,834,C,,Portland,6.84,"Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Pool, Sauna, Deck, Recreation Room, Window Coverings",,7.98,45.5414956,,-122.4905876,0,2,166,730,2.17,Not Disclosed,138388,,Garden,Wilkes East,,945,1988,,97230-5904,MDR24
,63.18,36.82,,,"Business Center, Clubhouse, Fitness Center, Playground, Pool, Property Manager on Site, Spa, Tennis Court, Basketball Court, Breakfast/Coffee Concierge, Car Wash Area, Package Service, Pet Play Area",1.91,2008,1053,C,,Tualatin,0.93,"Business Center, Clubhouse, Fitness Center, Playground, Pool, Property Manager on Site, Spa, Tennis Court, Basketball Court, Breakfast/Coffee Concierge, Car Wash Area, Package Service, Pet Play Area",,22.4,45.3755830,,-122.7733610,0,1,220,,0.45,Not Disclosed,242381,,Garden,Sherwood/Tualatin South,1169,986,1989,,97062,N/Av
,90.97,9.03,,,"24 Hour Access, Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Sauna, Spa, Maintenance on site, Deck, Patio, Wheelchair Accessible (Rooms)",1.92,1800,939,C,,Portland,5.86,"24 Hour Access, Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Sauna, Spa, Maintenance on site, Deck, Patio, Wheelchair Accessible (Rooms)",,9.91,45.5499856,,-122.4995077,0,2,144,,2.38,Not Disclosed,135156,,Garden,Wilkes-Hemlock,1156,917,1990,2010,97230,RM1hx
18.69,76.64,4.67,,,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Playground, Pool, Property Manager on Site, Spa, Pet Play Area, Online Services, Deck, Patio, Wheelchair Accessible (Rooms)",1.80,1641,913,C,,Fairview,8.18,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Playground, Pool, Property Manager on Site, Spa, Pet Play Area, Online Services, Deck, Patio, Wheelchair Accessible (Rooms)",,4.13,45.5439550,,-122.4517850,0,2,107,700,1.63,Not Disclosed,97650,,Garden,Outlying Troutdale/Gresham,1150,950,1997,,97024-8708,"A2, Fairview"
52.83,47.17,,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Pool, Sauna, Spa, Breakfast/Coffee Concierge, Furnished Units Available, Racquetball Court",2.20,1806,821,A,,Beaverton,1,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Pool, Sauna, Spa, Breakfast/Coffee Concierge, Furnished Units Available, Racquetball Court",,13.6,45.5203323,,-122.8434999,0,2,318,659,1.21,Not Disclosed,263850,,Garden,Five Oaks,,1004,1989,2011,97006,"R1, Beaverton"
23.74,56.06,20.20,,,"24 Hour Access, Air Conditioning, Business Center, Clubhouse, Fitness Center, Playground, Pool, Property Manager on Site, Spa, Basketball Court, Breakfast/Coffee Concierge, Gameroom, Pet Play Area, Planned Social Activities, Wi-Fi, Patio, Wheelchair Accessible (Rooms)",1.88,1686,898,B,,Beaverton,6.21,"24 Hour Access, Air Conditioning, Business Center, Clubhouse, Fitness Center, Playground, Pool, Property Manager on Site, Spa, Basketball Court, Breakfast/Coffee Concierge, Gameroom, Pet Play Area, Planned Social Activities, Wi-Fi, Patio, Wheelchair Accessible (Rooms)",,25,45.5362690,,-122.8488900,0,3,396,719,0.97,Not Disclosed,357200,,Garden,Cedar Hills-Cedar Mill,1105,900,1996,,97006-4707,R15
,100.00,,,,,1.33,1312,985,C,,Portland,1.22,,,2.98,45.4680672,,-122.7754070,0,2,48,,0.96,Not Disclosed,62112,,Garden,Raleigh Hills,,985,1988,,97223,N/Av
39.24,55.08,5.67,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Picnic Area, Playground, Pool, Property Manager on Site, Sauna, Breakfast/Coffee Concierge, Car Wash Area, Grill, Pet Play Area, Wi-Fi, Wheelchair Accessible (Rooms)",2.33,1911,821,B,,Beaverton,3.3,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Picnic Area, Playground, Pool, Property Manager on Site, Sauna, Breakfast/Coffee Concierge, Car Wash Area, Grill, Pet Play Area, Wi-Fi, Wheelchair Accessible (Rooms)",,25.9,45.4343516,,-122.8274925,0,3,423,663,2.14,Not Disclosed,347240,,Garden,Neighbors Southwest,1107,904,1996,2017,97007,TC-HDR
