% 1-Bed,% 2-Bed,% 3-Bed,% 4-Bed,% Studios,Amenities,Avg Effective/SF,Avg Effective/Unit,Avg Unit SF,Building Class,Ceiling Ht,City,Closest Transit Stop Dist (mi),Features,Four Bedroom Avg SF,Land Area (AC),Latitude,LEED Certified,Longitude,Number Of Elevators,Number Of Stories,Number Of Units,One Bedroom Avg SF,Parking Ratio,Rent/SF/Yr,RBA,Studio Avg SF,Style,Submarket Name,Three Bedroom Avg SF,Two Bedroom Avg SF,Year Built,Year Renovated,Zip,Zoning
47.50,21.88,,,30.63,"24 Hour Access, Air Conditioning, Controlled Access, Clubhouse, Courtyard, Fitness Center, Picnic Area, Property Manager on Site, Grill, Package Service, Storage Space, Bicycle Storage, Elevator, Lounge, Maintenance on site, Sundeck, Patio",2.13,1708,803,A,,Portland,0.11,"24 Hour Access, Air Conditioning, Controlled Access, Clubhouse, Courtyard, Fitness Center, Picnic Area, Property Manager on Site, Grill, Package Service, Storage Space, Bicycle Storage, Elevator, Lounge, Maintenance on site, Sundeck, Patio",,0.79,45.5303290,,-122.6861982,2,6,160,794,1.07,Not Disclosed,181748,573,Mid-Rise,Pearl,,1147,2009,,97209-2898,EX
61.08,23.24,,,15.68,"Air Conditioning, Business Center, Controlled Access, Courtyard, Fitness Center, Picnic Area, Pool, Spa, Gameroom, Grill, Package Service, Pet Play Area, Roof Terrace, Storage Space, Community-Wide WiFi, Elevator, Online Services, Pet Care, Pet Washing Station, Sundeck, Freezer, Smoke Free, Wheelchair Accessible (Rooms)",2.44,1811,743,B,,Portland,0.2,"Air Conditioning, Business Center, Controlled Access, Courtyard, Fitness Center, Picnic Area, Pool, Spa, Gameroom, Grill, Package Service, Pet Play Area, Roof Terrace, Storage Space, Community-Wide WiFi, Elevator, Online Services, Pet Care, Pet Washing Station, Sundeck, Freezer, Smoke Free, Wheelchair Accessible (Rooms)",,0.98,45.5319059,,-122.6623982,4,8,185,690,0.02,Not Disclosed,288768,523,Mid-Rise,Lloyd District,,1031,2004,,97232,"CX/RX, Portland"
25.00,75.00,,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Pool, Spa, Energy Star Labeled, Grill, Planned Social Activities, Wheelchair Accessible (Rooms)",2.20,2101,956,A,,Portland,5.91,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Pool, Spa, Energy Star Labeled, Grill, Planned Social Activities, Wheelchair Accessible (Rooms)",,8.21,45.5375272,,-122.7767752,0,4,160,709,1.04,Not Disclosed,149216,,Mid-Rise,Northwest Heights,,1038,2004,,97229-4147,R2
73.40,22.34,,,4.26,"24 Hour Access, Air Conditioning, Controlled Access, Fitness Center, Laundry Facilities, Security System, Furnished Units Available, Gameroom, Grill, Media Center/Movie Theatre, Storage Space, Bicycle Storage, Lounge, Freezer",2.55,1964,769,A,,Portland,0.51,"24 Hour Access, Air Conditioning, Controlled Access, Fitness Center, Laundry Facilities, Security System, Furnished Units Available, Gameroom, Grill, Media Center/Movie Theatre, Storage Space, Bicycle Storage, Lounge, Freezer",,1.44,45.5504407,LEED Interiors - Gold,-122.6752162,2,6,188,715,0.69,Not Disclosed,144730,581,Mid-Rise,Boise,,986,2008,,97227-1273,M3 M3B
18.67,65.33,,,16.00,"24 Hour Access, Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Pool, Property Manager on Site, Spa, Gated, Gameroom, Walking/Biking Trails, Maintenance on site, Online Services, Breakfast Nook, Pantry, Patio, Wheelchair Accessible (Rooms), Window Coverings",1.80,1644,912,B,,Gresham,0.38,"24 Hour Access, Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Pool, Property Manager on Site, Spa, Gated, Gameroom, Walking/Biking Trails, Maintenance on site, Online Services, Breakfast Nook, Pantry, Patio, Wheelchair Accessible (Rooms), Window Coverings",,10.1691,45.5167590,,-122.4546750,0,2,225,777,1.28,Not Disclosed,258572,559,Garden,Gresham-North Central,,1038,2004,,97030,CMF
52.13,37.68,10.19,,,"24 Hour Access, Air Conditioning, Business Center, Controlled Access, Clubhouse, Courtyard, Fitness Center, Picnic Area, Playground, Pool, Property Manager on Site, Spa, Breakfast/Coffee Concierge, Grill, Media Center/Movie Theatre, On-Site Retail, Package Service, Planned Social Activities, Recycling, Renters Insurance Program, Trash Pickup - Door to Door, Walking/Biking Trails, Storage Space, Bicycle Storage, Community-Wide WiFi, Lounge, Maintenance on site, Dining Room, Framed Mirrors, Freezer, Garden, Lawn, Linen Closet, Pantry, Patio, Vinyl Flooring, Window Coverings, Public Transportation, Key Fob Entry",2.23,2111,945,A,,Hillsboro,0.29,"24 Hour Access, Air Conditioning, Business Center, Controlled Access, Clubhouse, Courtyard, Fitness Center, Picnic Area, Playground, Pool, Property Manager on Site, Spa, Breakfast/Coffee Concierge, Grill, Media Center/Movie Theatre, On-Site Retail, Package Service, Planned Social Activities, Recycling, Renters Insurance Program, Trash Pickup - Door to Door, Walking/Biking Trails, Storage Space, Bicycle Storage, Community-Wide WiFi, Lounge, Maintenance on site, Dining Room, Framed Mirrors, Freezer, Garden, Lawn, Linen Closet, Pantry, Patio, Vinyl Flooring, Window Coverings, Public Transportation, Key Fob Entry",,14.98,45.5336722,,-122.9170954,0,3,422,714,3.00,Not Disclosed,400405,,Garden,Orenco Station,1418,1138,2007,,97124-4472,SCR-V
58.06,33.87,,,8.06,"Air Conditioning, Wheelchair Accessible (Rooms)",1.82,1503,823,C,,Fairview,11.09,"Air Conditioning, Wheelchair Accessible (Rooms)",,1.5537,45.5314910,,-122.4410660,0,3,62,775,1.26,Not Disclosed,52405,489,Low-Rise,Outlying Troutdale/Gresham,,986,2004,,97024-3855,"MUC1, Fairview"
25.90,25.00,,,49.10,"Air Conditioning, Controlled Access, Clubhouse, Fitness Center, Picnic Area, Gated, Breakfast/Coffee Concierge, Grill, Elevator, Wheelchair Accessible (Rooms)",2.62,2024,771,A,,Portland,0.11,"Air Conditioning, Controlled Access, Clubhouse, Fitness Center, Picnic Area, Gated, Breakfast/Coffee Concierge, Grill, Elevator, Wheelchair Accessible (Rooms)",,0.7164,45.5152760,LEED Interiors - Gold,-122.6823640,3,21,332,782,,Not Disclosed,310000,572,Hi-Rise,Park Blocks,,1155,2009,,97201,RX
13.95,67.44,18.60,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Picnic Area, Playground, Deck, Patio, Wheelchair Accessible (Rooms)",1.36,1303,956,B,,Canby,9.58,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Picnic Area, Playground, Deck, Patio, Wheelchair Accessible (Rooms)",,4.3768,45.2773010,,-122.6806977,0,2,86,725,,Not Disclosed,82274,,Garden,Canby,1127,958,2003,,97013-4452,"R1, Canby"
15.38,76.92,7.69,,,"Air Conditioning, Pool, Spa, Wheelchair Accessible (Rooms)",1.64,1481,902,B,,Gresham,11.33,"Air Conditioning, Pool, Spa, Wheelchair Accessible (Rooms)",,5.5059,45.4875776,,-122.4667558,0,3,78,726,2.26,Not Disclosed,71728,,Garden,Gresham-Southwest,1160,913,2002,,97080,MDR-24
,100.00,,,,"Air Conditioning, Wheelchair Accessible (Rooms)",1.32,1127,852,B,,Portland,9.25,"Air Conditioning, Wheelchair Accessible (Rooms)",,0.73,45.4965292,,-122.5426275,0,2,28,,2.25,Not Disclosed,22716,,Low-Rise,Powellhurst-Gilbert,,852,2004,,97266-1634,"R7, Portland"
,,100.00,,,"Air Conditioning, Yard, Wheelchair Accessible (Rooms), Public Transportation",1.16,1860,1600,B,,Portland,9.22,"Air Conditioning, Yard, Wheelchair Accessible (Rooms), Public Transportation",,0.9361,45.4979937,,-122.5079317,0,3,20,,1.47,Not Disclosed,31000,,Townhome,Centennial,1600,,2007,,97236-2495,R3
,50.00,50.00,,,"Playground, Property Manager on Site, Maintenance on site, Patio, Wheelchair Accessible (Rooms)",1.51,1554,1032,C,,Gresham,11.52,"Playground, Property Manager on Site, Maintenance on site, Patio, Wheelchair Accessible (Rooms)",,2.44,45.4937993,,-122.4620809,0,3,56,,,Not Disclosed,76906,,Garden,Holly Brook,1083,981,2007,,97030-6442,"CMF, Gresham"
37.84,51.35,10.81,,,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Spa, Package Service, Storage Space, Lounge, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",1.83,1699,927,A,,Gresham,13.37,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Spa, Package Service, Storage Space, Lounge, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",,9.0909,45.4905290,,-122.3983850,0,3,222,740,0.92,Not Disclosed,285057,,Garden,Kelly Creek,1161,1016,2004,,97080-1606,MDR-24
,80.00,,,20.00,"Air Conditioning, Breakfast/Coffee Concierge, Elevator, Wheelchair Accessible (Rooms)",2.02,2035,1006,B,,Portland,0.22,"Air Conditioning, Breakfast/Coffee Concierge, Elevator, Wheelchair Accessible (Rooms)",,0.11,45.5336570,,-122.6909260,0,6,20,,,Not Disclosed,35000,675,Mid-Rise,Uptown Portland,,1089,2007,,97209,M2
50.00,50.00,,,,"Air Conditioning, Property Manager on Site, Recycling, Storage Space, Patio, Wheelchair Accessible (Rooms)",1.62,1420,875,B,,Portland,0.61,"Air Conditioning, Property Manager on Site, Recycling, Storage Space, Patio, Wheelchair Accessible (Rooms)",,0.573921,45.4966830,,-122.5769030,0,3,30,750,,Not Disclosed,25380,,Low-Rise,Lents,,1000,2009,,97266,R1
81.82,18.18,,,,"Controlled Access, Storage Space, Elevator, Sundeck, Double Pane Windows",1.50,1174,784,B,,Gresham,0.34,"Controlled Access, Storage Space, Elevator, Sundeck, Double Pane Windows",,0.28,45.4997360,,-122.4293730,0,4,22,747,0.84,Not Disclosed,21380,,Mid-Rise,Downtown Gresham,,950,2006,,97030-7462,CUC
,,,,,"Air Conditioning, Wheelchair Accessible (Rooms)",,,,B,,Vancouver,12.48,"Air Conditioning, Wheelchair Accessible (Rooms)",,0.1206,45.6409555,,-122.6319935,0,3,20,,,Not Disclosed,39102,,Garden,Fourth Plain Village,,,2006,,98661,C3
21.28,65.96,12.77,,,"Air Conditioning, Clubhouse, Fitness Center, Playground, Spa, Tennis Court, Gated, Putting Greens, Wheelchair Accessible (Rooms)",1.93,2409,1249,A,,West Linn,8.23,"Air Conditioning, Clubhouse, Fitness Center, Playground, Spa, Tennis Court, Gated, Putting Greens, Wheelchair Accessible (Rooms)",,8.4957,45.3534757,,-122.6587183,0,3,94,807,2.30,Not Disclosed,130000,,Garden,Willamette,1575,1329,2000,2005,97068,R2.1
,,,,,,,,,C,,Portland,0.32,,,1.95,45.5187860,,-122.4882170,0,2,48,,,Not Disclosed,48984,,Garden,Centennial,,,2001,,97233-4246,CMU
17.69,75.38,6.92,,,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Pool, Property Manager on Site, Sauna, Spa, Grill, Package Service, Recycling, Storage Space, Lounge, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",1.87,1678,899,B,,Gresham,0.63,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Pool, Property Manager on Site, Sauna, Spa, Grill, Package Service, Recycling, Storage Space, Lounge, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",,5.26,45.5196930,,-122.4531010,0,3,130,729,1.78,Not Disclosed,117837,,Garden,Gresham-North Central,1165,915,2004,,97030,CMU
84.00,5.33,,,10.67,"Air Conditioning, Clubhouse, Picnic Area, Basketball Court, Recycling, Wheelchair Accessible (Rooms)",1.93,1454,751,B,,Gresham,12.44,"Air Conditioning, Clubhouse, Picnic Area, Basketball Court, Recycling, Wheelchair Accessible (Rooms)",,1.65,45.5186770,,-122.4291700,0,2,75,763,1.88,Not Disclosed,55988,479,Low-Rise,Gresham-North Central,,1120,2004,,97030-2653,"OFA, Gresham"
33.99,55.53,9.68,0.0079,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Spa, Furnished Units Available, Grill, Package Service, Storage Space, Maintenance on site, Sundeck, Linen Closet, Window Coverings",1.89,1895,1002,B,,Portland,0.78,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Spa, Furnished Units Available, Grill, Package Service, Storage Space, Maintenance on site, Sundeck, Linen Closet, Window Coverings",1389,12.26,45.5156530,,-122.7861400,0,3,506,790,0.98,Not Disclosed,560788,,Garden,Cedar Hills-Cedar Mill,1368,1063,2005,,97225,SFR5
,45.00,,,55.00,"Air Conditioning, Wheelchair Accessible (Rooms)",,,699,B,,Portland,0.67,"Air Conditioning, Wheelchair Accessible (Rooms)",,0.0977,45.5365308,,-122.7039341,0,4,20,,,Not Disclosed,6756,495,Mid-Rise,Uptown Portland,,949,2004,,97210-3768,CS
36.13,52.55,9.12,,2.19,"Air Conditioning, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Spa, Basketball Court, Furnished Units Available, Recycling, Volleyball Court, Elevator, Maintenance on site, Window Coverings",1.94,1882,972,B,,Wilsonville,1.2,"Air Conditioning, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Spa, Basketball Court, Furnished Units Available, Recycling, Volleyball Court, Elevator, Maintenance on site, Window Coverings",,6.1423,45.3109638,,-122.7943695,1,4,274,813,0.89,Not Disclosed,266243,527,Mid-Rise,Wilsonville,1416,1022,2008,,97070,PF
22.00,34.00,30.00,0.14,,"Laundry Facilities, Playground, Tenant Controlled HVAC, Laundry Service",0.77,763,989,C,,Portland,11.8,"Laundry Facilities, Playground, Tenant Controlled HVAC, Laundry Service",1436,1.388,45.4964180,,-122.6371528,0,4,50,604,,Not Disclosed,49858,,Mid-Rise,Creston-Kenilworth,1290,787,2005,,97202-3089,CG
,,100.00,,,"Air Conditioning, Patio",,,1424,B,,Gresham,12.9,"Air Conditioning, Patio",,1.5,45.4872235,,-122.4168641,0,2,20,,0.66,Not Disclosed,37356,,Garden,Mt Hood,1424,,2005,,97080-1077,MDR-24
